TH26_0657_S06
0.17824992732
0
0.0974937501202
2.06695024392
2.30742852519
0
0.495695162624
0.722466024471
0
0
0
0.464668267003
0.150559676575
0.298658315565
0.18903382439
0
5.02768487694
2.47508488295
0
0
0
0
0
0
0.0565835283664
0
2
4.35755200462
4.36597242759
3.62410089463
5.04045412135
0.389566811763
3.65535182861
0
4.10265813136
2.01435529298
4.71479501112
0
2.55336050334
3.57531233069
0.68706068834
1.41142624573
5.16027483141
3.52230689287
0
0
0
0
1.61353165292
0.20163386117
4.17951105027
0.124328135002
0
0
0
0
0
0
0
0.400537929584
2.01077983875
0.422233000683
1.87578006307
0.0143552929771
4.14812063112
0.214124805353
4.83945576522
1.2750070475
0.0143552929771
3.68144926531
0.20163386117
6.62862780216
0
0.13750352375
0.0976107966264
3.32048467802
3.12763327973
0
0
0
0.0426443374085
0.815575428863
0
2.91456452349
3.78555055174
3.23878685959
0.555816155062
4.18428029442
4.16751850374
0.124328135002
0
0.344828496997
1.07038932789
2.03210084317
1.57531233069
5.56040926636
0
3.17312743348
0.150559676575
0.0285691521968
0
0
2.41142624573
0
0
0
0
1.30451104181
3.30597052098
5.37608196665
4.05137210172
4.57652213792
3.75381844317
0
0
5.17232749166
3.99819550315
0.344828496997
0.0426443374085
0.0285691521968
0
0.895302621333
3.94953493302
3.79805051477
0.545968369105
3.20945336563
2.89141918685
3.57167680997
3.08576455378
0.238786859587
4.7580899342
2.93922657773
0
6.16912328148
0
4.03386345187
0
0.0703893278914
0.298658315565
0.584962500721
0.150559676575
0
3.82476785314
1.45417589319
5.16269343221
6.81685566237
4.67468661993
5.65935375917
1.50080205306
1.91838623445
5.54008928198
2.92979099772
4.57833494868
0.0426443374085
3.41142624573
1.7398481027
4.46793154603
0.378511623254
1.11103131239
0.333423733725
5.69376571222
0.0976107966264
6.28798935041
3.63691458036
0
8.25988446674
1.31034012061
0
0
0
0
0.13750352375
0
0
0
0.389566811763
0.344828496997
0
0
0.604071323669
0
0.69599381311
0
0.650764559117
0
0
0
0
0
0
0.59454854955
1.60880924268
3.12598165385
2.35614381023
0
0
0
0
0
0
0
0.20163386117
0.163498732283
0.298658315565
0
0
0.111031312389
0
1.28688114779
0
0
0
0
0
0
0
0
0
2.40326772234
0
0
0
0.356143810225
0
2.07038932789
0
0
0
0.0840642647885
0.111031312389
0
1.76977173925
0
0.286881147788
0.53605290024
0
0
0
0
0
0
0
0
0
0
0.731183241572
0
1.22032995488
2.80115865609
0
0.53605290024
0
0
0
0
5.59842476053
1.29278174923
0
0
0
3.20633064787
0
0.0285691521968
0.238786859587
0
0.454175893186
0
0
0.963474123975
0.678071905113
0
0
0
0
0
0
0
0.111031312389
0
0.263034405834
0
0
0
0
0
0
0.400537929584
0
0
0
0.163498732283
0
0
0
0
0
0
0
0.443606651476
0
0
0
0.17632277264
0
0
0
1.13093086983
0
0
0
0
0
0
0
0
0
0
0
0
1.22650852981
0
0
0
0
0
0
0
0
0
0
2.45154083302
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.35574750777
0
0
0
0
1.0071955014
0
3.37295209791
0
0
0.250961573533
0
0.773996325111
0
0
0
0
0
0
0
0
0.18903382439
0.2750070475
0
